SerialNo,Id,DeptSn,StateOfOrigin,Sex,Age,Engscore,Subj2,Subj2Score,Subj3,Subj3Score,Subj4,Subj4Score,TotalScore,F12tChoice,faculty,dept
886,9978,1,23,1,27,51,9,61,1,80,10,49,241,ABUJA,Faculty of Science,24
887,9979,2,29,2,18,57,9,54,1,63,10,57,231,ABUJA,Faculty of Science,24
888,9980,3,28,1,18,52,9,50,1,67,10,61,230,ABUJA,Faculty of Science,24
889,9983,6,14,2,24,81,9,50,1,42,10,52,225,ABUJA,Faculty of Science,24
890,9984,7,27,2,22,54,4,59,1,53,10,57,223,ABUJA,Faculty of Science,24
891,9985,8,22,1,20,72,9,45,1,45,10,61,223,ABUJA,Faculty of Science,24
892,9986,9,29,2,23,41,9,59,1,67,10,54,221,ABUJA,Faculty of Science,24
893,9987,10,1,1,16,72,9,48,1,43,10,54,217,ABUJA,Faculty of Science,24
894,9988,11,22,1,17,57,9,43,1,43,10,71,214,ABUJA,Faculty of Science,24
895,9989,12,22,1,23,48,9,47,1,52,10,63,210,ABUJA,Faculty of Science,24
896,9991,14,9,1,31,55,9,40,4,53,1,58,206,ABUJA,Faculty of Science,24
897,9992,15,16,2,22,58,9,45,1,50,10,51,204,ABUJA,Faculty of Science,24
898,9993,16,31,1,26,57,4,53,1,48,10,45,203,ABUJA,Faculty of Science,24
899,9994,17,16,1,17,55,9,45,1,53,10,49,202,ABUJA,Faculty of Science,24
900,9996,19,13,1,22,60,11,46,4,42,1,53,201,ABUJA,Faculty of Science,24
901,9997,20,13,2,22,66,9,45,1,57,10,32,200,ABUJA,Faculty of Science,24
902,9998,21,27,1,22,65,9,36,1,52,10,47,200,ABUJA,Faculty of Science,24
903,9999,22,30,1,23,47,9,61,1,40,10,52,200,ABUJA,Faculty of Science,24
904,10000,23,2,1,27,48,4,52,1,55,10,45,200,ABUJA,Faculty of Science,24
905,10001,24,30,1,23,51,9,41,1,42,10,64,198,ABUJA,Faculty of Science,24
906,10002,25,4,2,20,52,4,46,6,53,1,47,198,ABUJA,Faculty of Science,24
907,10003,26,7,1,33,38,4,57,1,52,10,49,196,ABUJA,Faculty of Science,24
908,10004,27,7,2,19,58,9,41,1,62,10,35,196,ABUJA,Faculty of Science,24
909,10005,28,4,2,20,48,9,47,1,43,10,57,195,ABUJA,Faculty of Science,24
910,10006,29,28,1,19,56,9,34,1,55,10,49,194,ABUJA,Faculty of Science,24
911,10008,31,7,2,20,43,9,52,1,53,10,45,193,ABUJA,Faculty of Science,24
912,10009,32,22,1,24,45,4,48,1,55,10,45,193,ABUJA,Faculty of Science,24
913,10010,33,30,1,17,44,9,54,1,48,10,45,191,ABUJA,Faculty of Science,24
914,10011,34,7,1,19,64,2,40,9,44,1,42,190,ABUJA,Faculty of Science,24
915,10012,35,18,2,19,42,9,50,1,47,10,51,190,ABUJA,Faculty of Science,24
916,10013,36,22,1,33,51,9,57,1,43,10,39,190,ABUJA,Faculty of Science,24
917,10014,37,22,2,19,56,9,38,1,50,10,45,189,ABUJA,Faculty of Science,24
918,10015,38,22,1,29,48,4,39,1,55,10,45,187,ABUJA,Faculty of Science,24
919,10016,39,12,1,20,46,9,38,1,62,10,40,186,ABUJA,Faculty of Science,24
920,10017,40,30,1,22,46,9,52,1,48,10,40,186,ABUJA,Faculty of Science,24
921,10018,41,23,1,18,48,9,50,1,45,10,42,185,ABUJA,Faculty of Science,24
922,10019,42,16,1,18,56,4,39,1,45,10,42,182,ABUJA,Faculty of Science,24
923,10020,43,29,2,22,51,9,50,1,40,10,40,181,ABUJA,Faculty of Science,24
924,10021,44,30,2,18,52,9,40,1,52,10,36,180,ABUJA,Faculty of Science,24
925,10022,45,18,1,26,54,9,46,1,38,10,42,180,ABUJA,Faculty of Education,6
926,10024,2,37,1,21,54,4,98,5,47,1,53,252,ABUJA,Faculty of Management Sciences,8
927,10027,5,10,1,23,45,4,42,5,75,1,77,239,ABUJA,Faculty of Management Sciences,8
928,10031,9,16,1,18,74,4,48,1,68,8,44,234,ABUJA,Faculty of Management Sciences,8
929,10033,11,22,2,17,53,4,60,1,62,8,57,232,ABUJA,Faculty of Management Sciences,8
930,10035,13,28,2,21,58,4,79,5,43,1,50,230,ABUJA,Faculty of Management Sciences,8
931,10038,16,34,2,21,67,4,52,5,61,1,48,228,ABUJA,Faculty of Management Sciences,8
932,10040,18,7,1,18,56,4,61,1,50,8,61,228,ABUJA,Faculty of Management Sciences,8
933,10041,19,14,2,20,43,4,66,1,60,8,58,227,ABUJA,Faculty of Management Sciences,8
934,10043,21,29,1,22,52,4,62,5,59,1,52,225,ABUJA,Faculty of Management Sciences,8
935,10048,26,10,2,17,55,4,53,5,47,1,67,222,ABUJA,Faculty of Management Sciences,8
936,10049,27,27,2,16,67,4,64,5,36,1,53,220,ABUJA,Faculty of Management Sciences,8
937,10050,28,28,2,20,52,4,59,5,54,1,55,220,ABUJA,Faculty of Management Sciences,8
938,10051,29,13,2,21,42,4,64,1,60,8,54,220,ABUJA,Faculty of Management Sciences,8
939,10052,30,12,2,18,69,4,46,5,47,1,58,220,ABUJA,Faculty of Management Sciences,8
940,10054,32,23,2,27,49,4,62,1,47,8,61,219,ABUJA,Faculty of Management Sciences,8
941,10055,33,28,1,21,51,5,57,1,42,8,69,219,ABUJA,Faculty of Management Sciences,8
942,10056,34,10,2,17,66,4,56,5,56,1,40,218,ABUJA,Faculty of Management Sciences,8
943,10057,35,23,2,20,52,4,50,5,61,1,55,218,ABUJA,Faculty of Management Sciences,8
944,10058,36,31,1,20,51,4,55,5,52,1,60,218,ABUJA,Faculty of Management Sciences,8
945,10061,39,18,1,18,60,3,53,5,52,1,52,217,ABUJA,Faculty of Management Sciences,8
946,10063,41,22,1,21,46,4,57,1,55,8,58,216,ABUJA,Faculty of Management Sciences,8
947,10064,42,10,1,25,48,4,58,5,70,1,40,216,ABUJA,Faculty of Management Sciences,8
948,10065,43,4,1,18,47,3,60,1,50,8,59,216,ABUJA,Faculty of Management Sciences,8
949,10067,45,37,1,17,52,4,62,1,57,8,44,215,ABUJA,Faculty of Management Sciences,8
950,10069,47,22,2,18,57,4,46,5,52,1,60,215,ABUJA,Faculty of Management Sciences,8
951,10070,48,22,1,22,45,4,62,5,52,1,55,214,ABUJA,Faculty of Management Sciences,8
952,10071,49,24,1,18,58,4,60,5,54,1,42,214,ABUJA,Faculty of Management Sciences,8
953,10076,54,16,2,19,55,4,57,1,50,8,52,214,ABUJA,Faculty of Management Sciences,8
954,10077,55,12,2,20,55,3,55,1,43,8,61,214,ABUJA,Faculty of Management Sciences,8
955,10079,57,13,1,19,51,4,57,5,55,1,50,213,ABUJA,Faculty of Management Sciences,8
956,10080,58,4,2,19,45,4,59,1,53,8,56,213,ABUJA,Faculty of Management Sciences,8
957,10081,59,18,1,17,49,3,55,1,53,8,56,213,ABUJA,Faculty of Management Sciences,8
958,10083,61,22,2,24,51,4,66,5,48,1,48,213,ABUJA,Faculty of Management Sciences,8
959,10084,62,25,2,20,35,4,61,1,58,8,58,212,ABUJA,Faculty of Management Sciences,8
960,10086,64,8,1,18,48,4,61,1,57,8,46,212,ABUJA,Faculty of Management Sciences,8
961,10092,70,25,2,19,47,3,58,1,52,8,54,211,ABUJA,Faculty of Management Sciences,8
962,10095,73,22,2,21,57,3,53,5,48,13,52,210,ABUJA,Faculty of Management Sciences,8
963,10097,75,7,2,17,54,4,48,1,55,8,52,209,ABUJA,Faculty of Management Sciences,8
964,10098,76,5,1,23,41,4,62,1,58,8,48,209,ABUJA,Faculty of Management Sciences,8
965,10105,83,7,2,22,56,4,46,1,46,8,60,208,ABUJA,Faculty of Management Sciences,8
966,10106,84,7,2,21,53,4,52,1,48,8,54,207,ABUJA,Faculty of Management Sciences,8
967,10108,86,14,2,20,56,4,50,1,55,8,46,207,ABUJA,Faculty of Management Sciences,8
968,10110,88,30,2,19,47,4,59,1,53,8,48,207,ABUJA,Faculty of Management Sciences,8
969,10111,89,29,2,19,47,4,55,1,53,8,52,207,ABUJA,Faculty of Management Sciences,8
970,10117,95,10,1,19,48,4,70,5,48,1,40,206,ABUJA,Faculty of Management Sciences,8
971,10122,100,12,2,19,61,4,53,5,39,1,52,205,ABUJA,Faculty of Management Sciences,8
972,10125,103,27,2,18,48,4,48,1,58,8,50,204,ABUJA,Faculty of Management Sciences,8
973,10134,112,22,2,22,55,4,57,5,50,1,42,204,ABUJA,Faculty of Management Sciences,8
974,10135,113,1,1,19,54,4,50,1,52,8,48,204,ABUJA,Faculty of Management Sciences,8
975,10140,118,24,1,24,58,4,52,5,48,1,45,203,ABUJA,Faculty of Management Sciences,8
976,10141,119,28,1,22,56,3,51,1,50,8,46,203,ABUJA,Faculty of Management Sciences,8
977,10142,120,37,1,18,49,4,46,1,50,8,58,203,ABUJA,Faculty of Management Sciences,8
978,10150,128,8,1,19,35,4,57,1,57,8,52,201,ABUJA,Faculty of Social Science,11
979,10155,133,37,1,19,37,4,50,5,52,1,62,201,ABUJA,Faculty of Management Sciences,8
980,10168,146,16,2,17,36,4,70,5,48,1,44,198,ABUJA,Faculty of Management Sciences,8
981,10169,147,37,1,22,46,4,46,1,38,8,68,198,ABUJA,Faculty of Management Sciences,8
982,10173,151,31,1,17,57,3,46,1,43,8,52,198,ABUJA,Faculty of Management Sciences,8
983,10185,163,23,2,20,47,4,44,1,47,8,58,196,ABUJA,Faculty of Management Sciences,8
984,10186,164,19,1,22,55,4,46,5,47,1,48,196,ABUJA,Faculty of Management Sciences,8
985,10201,179,26,2,18,49,4,42,5,52,1,52,195,ABUJA,Faculty of Management Sciences,8
986,10210,188,23,2,28,58,4,44,1,42,8,50,194,ABUJA,Faculty of Management Sciences,8
987,10240,218,23,2,20,56,4,44,1,40,8,50,190,ABUJA,Faculty of Management Sciences,8
988,10275,253,9,2,20,38,4,53,5,48,1,45,184,ABUJA,Faculty of Management Sciences,8
989,10295,273,18,1,24,46,4,34,1,54,8,48,182,ABUJA,Faculty of Management Sciences,8
990,10318,1,34,1,17,53,4,66,5,96,1,78,293,ABUJA,Faculty of Social Science,11
991,10322,5,14,2,19,84,4,61,5,71,1,62,278,ABUJA,Faculty of Social Science,11
992,10323,6,22,2,16,64,4,59,5,80,1,67,270,ABUJA,Faculty of Social Science,11
993,10325,8,16,2,21,61,4,84,5,69,1,52,266,ABUJA,Faculty of Social Science,11
994,10326,9,7,2,17,72,4,55,5,64,1,73,264,ABUJA,Faculty of Social Science,11
995,10328,11,7,1,22,70,4,46,6,73,1,72,261,ABUJA,Faculty of Social Science,14
996,10329,12,23,2,22,93,4,55,5,57,1,55,260,ABUJA,Faculty of Social Science,11
997,10330,13,16,1,19,51,4,71,5,80,1,58,260,ABUJA,Faculty of Social Science,11
998,10334,17,7,1,22,57,4,65,5,58,1,74,254,ABUJA,Faculty of Social Science,11
999,10337,20,22,2,19,49,4,75,6,60,1,65,249,ABUJA,Faculty of Social Science,14
1000,10339,22,22,2,18,72,4,61,5,62,1,53,248,ABUJA,Faculty of Social Science,11
1001,10341,24,27,2,17,52,4,73,1,53,8,69,247,ABUJA,Faculty of Social Science,11
1002,10343,26,4,2,19,64,4,53,5,71,1,58,246,ABUJA,Faculty of Social Science,11
1003,10347,30,24,2,17,54,4,62,5,50,1,77,243,ABUJA,Faculty of Social Science,11
1004,10351,34,28,1,16,54,4,66,5,64,1,58,242,ABUJA,Faculty of Social Science,11
1005,10353,36,7,1,21,60,4,53,5,80,1,47,240,ABUJA,Faculty of Social Science,11
1006,10356,39,24,1,21,57,4,62,6,65,1,53,237,ABUJA,Faculty of Science,24
1007,10357,40,14,1,23,56,4,91,5,45,1,45,237,ABUJA,Faculty of Social Science,21
1008,10358,41,13,1,19,57,4,59,5,69,1,52,237,ABUJA,Faculty of Social Science,11
1009,10359,42,22,1,20,56,4,53,5,61,1,67,237,ABUJA,Faculty of Social Science,11
1010,10360,43,12,2,17,55,4,59,5,66,1,57,237,ABUJA,Faculty of Social Science,11
1011,10362,45,16,1,17,53,4,62,5,66,1,55,236,ABUJA,Faculty of Social Science,11
1012,10365,48,27,1,23,67,4,52,5,59,1,57,235,ABUJA,Faculty of Arts,15
1013,10368,51,4,2,22,53,4,62,5,59,1,60,234,ABUJA,Faculty of Social Science,11
1014,10369,52,25,1,20,71,4,53,5,52,1,58,234,ABUJA,Faculty of Social Science,11
1015,10370,53,16,2,20,91,4,46,5,54,1,42,233,ABUJA,Faculty of Social Science,11
1016,10371,54,18,1,21,55,4,61,5,64,1,52,232,ABUJA,Faculty of Social Science,11
1017,10374,57,22,2,19,56,4,59,5,59,1,58,232,ABUJA,Faculty of Social Science,11
1018,10376,59,7,1,28,56,4,61,5,68,1,47,232,ABUJA,Faculty of Social Science,11
1019,10377,60,30,2,18,64,4,75,6,48,1,45,232,ABUJA,Faculty of Social Science,11
1020,10380,63,12,1,20,74,4,53,6,46,1,58,231,ABUJA,Faculty of Social Science,14
1021,10383,66,30,1,16,63,4,61,5,62,1,45,231,ABUJA,Faculty of Education,5
1022,10385,68,9,2,24,51,4,66,5,61,1,52,230,ABUJA,Faculty of Social Science,11
1023,10390,73,4,1,21,53,4,61,5,52,1,63,229,ABUJA,Faculty of Social Science,11
1024,10392,75,28,1,20,44,4,62,5,61,1,62,229,ABUJA,Faculty of Social Science,11
1025,10393,76,18,1,18,71,4,53,5,50,1,55,229,ABUJA,Faculty of Social Science,11
1026,10395,78,37,1,16,62,4,48,5,66,1,52,228,ABUJA,Faculty of Social Science,11
1027,10398,81,3,1,22,61,4,64,5,45,1,57,227,ABUJA,Faculty of Social Science,11
1028,10399,82,29,1,22,61,4,66,5,48,1,52,227,ABUJA,Faculty of Social Science,11
1029,10400,83,3,2,22,60,4,44,5,64,1,58,226,ABUJA,Faculty of Social Science,11
1030,10401,84,7,2,19,45,4,64,5,64,1,53,226,ABUJA,Faculty of Social Science,11
1031,10402,85,14,1,18,60,4,53,5,43,1,70,226,ABUJA,Faculty of Social Science,11
1032,10403,86,13,2,21,64,4,64,5,55,1,43,226,ABUJA,Faculty of Social Science,11
1033,10405,88,7,1,18,61,4,42,5,75,1,47,225,ABUJA,Faculty of Social Science,11
1034,10407,90,12,2,19,51,4,55,5,59,1,60,225,ABUJA,Faculty of Social Science,11
1035,10408,91,16,1,20,62,4,53,6,53,1,57,225,ABUJA,Faculty of Social Science,14
1036,10409,92,24,1,18,57,4,44,5,64,1,60,225,ABUJA,Faculty of Social Science,11
1037,10413,96,22,1,23,52,4,61,1,50,8,61,224,ABUJA,Faculty of Social Science,11
1038,10414,97,3,1,28,53,4,53,6,66,1,52,224,ABUJA,Faculty of Social Science,14
1039,10416,99,11,2,19,48,4,61,5,52,1,63,224,ABUJA,Faculty of Social Science,11
1040,10420,103,22,1,18,55,4,52,5,71,1,45,223,ABUJA,Faculty of Social Science,11
1041,10422,105,21,1,20,52,4,53,5,59,1,58,222,ABUJA,Faculty of Social Science,11
1042,10423,106,22,2,19,47,4,61,1,55,8,59,222,ABUJA,Faculty of Social Science,11
1043,10427,110,4,1,20,56,4,72,5,52,1,42,222,ABUJA,Faculty of Social Science,11
1044,10428,111,1,2,17,65,4,57,5,43,1,57,222,ABUJA,Faculty of Social Science,11
1045,10429,112,2,2,16,63,4,59,5,50,1,50,222,ABUJA,Faculty of Social Science,11
1046,10431,114,11,2,18,54,4,59,5,55,1,53,221,ABUJA,Faculty of Social Science,11
1047,10437,120,7,1,20,53,4,61,5,55,1,52,221,ABUJA,Faculty of Education,5
1048,10442,125,37,1,17,55,4,61,5,61,1,43,220,ABUJA,Faculty of Social Science,11
1049,10450,133,30,1,18,58,4,58,5,44,1,60,220,ABUJA,Faculty of Social Science,11
1050,10453,136,14,1,17,47,4,61,5,54,1,57,219,ABUJA,Faculty of Social Science,11
1051,10458,141,28,2,19,56,4,62,5,48,1,53,219,ABUJA,Faculty of Social Science,11
1052,10470,153,31,1,25,58,4,64,6,46,1,50,218,ABUJA,Faculty of Social Science,11
1053,10475,158,5,2,17,41,4,53,5,62,1,62,218,ABUJA,Faculty of Social Science,11
1054,10477,160,29,1,24,48,4,52,6,44,1,74,218,ABUJA,Faculty of Social Science,14
1055,10482,165,10,2,21,63,4,48,5,64,1,42,217,ABUJA,Faculty of Social Science,11
1056,10494,177,32,2,22,58,4,52,5,54,1,52,216,ABUJA,Faculty of Social Science,11
1057,10513,196,27,1,17,47,4,53,5,66,1,48,214,ABUJA,Faculty of Social Science,11
1058,10535,218,37,1,23,47,4,57,5,54,1,55,213,ABUJA,Faculty of Social Science,11
1059,10556,239,31,1,17,62,4,44,5,56,1,50,212,ABUJA,Faculty of Social Science,11
1060,10586,269,6,2,17,74,4,46,5,40,1,50,210,ABUJA,Faculty of Social Science,23
1061,10588,271,25,1,23,48,4,64,6,60,1,38,210,ABUJA,Faculty of Social Science,11
1062,10590,273,8,1,22,56,4,59,5,55,1,40,210,ABUJA,Faculty of Social Science,11
1063,10625,308,15,1,22,58,4,54,6,46,1,50,208,ABUJA,Faculty of Social Science,11
1064,10634,317,2,2,21,57,4,57,6,45,1,48,207,ABUJA,Faculty of Social Science,14
1065,10649,332,9,1,15,62,4,55,5,39,1,50,206,ABUJA,Faculty of Social Science,11
1066,10654,337,23,1,18,43,4,59,5,62,1,42,206,ABUJA,Faculty of Social Science,11
1067,10685,368,8,1,19,43,4,46,5,62,1,53,204,ABUJA,Faculty of Social Science,11
1068,10705,388,20,1,23,49,4,53,5,48,1,53,203,ABUJA,Faculty of Social Science,11
1069,10729,412,13,2,16,36,4,54,6,62,1,50,202,ABUJA,Faculty of Social Science,11
1070,10737,420,15,1,26,46,4,57,5,54,1,45,202,ABUJA,Faculty of Social Science,11
1071,10746,429,23,1,18,64,4,52,5,45,1,40,201,ABUJA,Faculty of Social Science,11
1072,10747,430,26,1,22,53,4,59,6,42,5,47,201,ABUJA,Faculty of Social Science,11
1073,10781,464,18,1,24,44,4,59,5,55,1,42,200,ABUJA,Faculty of Social Science,11
1074,10799,482,19,1,27,50,4,56,6,46,1,46,198,ABUJA,Faculty of Social Science,11
1075,10817,500,34,1,28,53,4,57,5,48,1,40,198,ABUJA,Faculty of Social Science,11
1076,10831,514,26,1,20,62,4,54,5,48,1,34,198,ABUJA,Faculty of Social Science,11
1077,10832,515,34,2,19,54,4,56,5,48,1,40,198,ABUJA,Faculty of Social Science,11
1078,10834,517,21,1,16,52,4,50,5,52,1,44,198,ABUJA,Faculty of Social Science,11
1079,10844,527,5,2,19,53,4,46,5,48,1,50,197,ABUJA,Faculty of Social Science,11
1080,10854,537,18,1,17,58,4,46,6,46,1,46,196,ABUJA,Faculty of Social Science,11
1081,10945,628,36,1,24,46,4,55,5,41,1,50,192,ABUJA,Faculty of Social Science,11
1082,10966,649,9,1,21,52,4,53,5,47,1,40,192,ABUJA,Faculty of Social Science,11
1083,10995,678,20,1,22,44,4,46,5,52,1,48,190,ABUJA,Faculty of Social Science,11
1084,11027,710,25,1,25,54,4,46,5,40,1,50,190,ABUJA,Faculty of Social Science,11
1085,11161,844,19,1,24,38,4,42,5,54,1,50,184,ABUJA,Faculty of Social Science,11
1086,11296,1,27,1,22,56,7,84,4,46,5,98,284,ABUJA,Faculty of Social Science,21
1087,11297,2,14,2,18,58,4,71,5,82,13,62,273,ABUJA,Faculty of Social Science,21
1088,11299,4,7,2,18,80,7,63,5,68,13,57,268,ABUJA,Faculty of Social Science,21
1089,11300,5,4,2,18,66,7,72,5,73,13,49,260,ABUJA,Faculty of Social Science,21
1090,11301,6,1,1,20,46,7,68,5,73,13,72,259,ABUJA,Faculty of Social Science,21
1091,11302,7,28,2,17,71,7,69,5,48,13,70,258,ABUJA,Faculty of Social Science,21
1092,11303,8,7,2,19,52,7,73,5,85,13,48,258,ABUJA,Faculty of Social Science,21
1093,11304,9,14,1,18,83,7,58,5,61,13,56,258,ABUJA,Faculty of Social Science,21
1094,11305,10,12,2,19,53,7,79,5,64,13,62,258,ABUJA,Faculty of Social Science,21
1095,11306,11,11,1,24,60,7,63,4,68,5,66,257,ABUJA,Faculty of Social Science,21
1096,11307,12,22,2,18,69,7,58,5,68,13,62,257,ABUJA,Faculty of Social Science,21
1097,11310,15,37,1,21,46,7,76,4,61,5,71,254,ABUJA,Faculty of Social Science,21
1098,11311,16,14,1,31,60,7,81,5,62,13,51,254,ABUJA,Faculty of Social Science,21
1099,11312,17,14,2,18,51,7,58,5,69,13,75,253,ABUJA,Faculty of Social Science,21
1100,11313,18,16,1,18,68,7,57,5,68,13,60,253,ABUJA,Faculty of Social Science,21
1101,11314,19,22,2,17,66,4,50,5,61,13,75,252,ABUJA,Faculty of Social Science,21
1102,11316,21,7,2,19,66,7,49,3,85,5,52,252,ABUJA,Faculty of Social Science,21
1103,11317,22,30,1,17,75,4,53,5,54,13,70,252,ABUJA,Faculty of Social Science,21
1104,11318,23,9,1,18,72,5,71,14,65,13,43,251,ABUJA,Faculty of Social Science,21
1105,11319,24,27,2,18,71,7,58,5,62,13,59,250,ABUJA,Faculty of Social Science,21
1106,11321,26,4,2,17,69,4,61,5,59,13,61,250,ABUJA,Faculty of Social Science,21
1107,11322,27,10,1,20,75,7,46,5,80,14,48,249,ABUJA,Faculty of Social Science,21
1108,11324,29,8,1,20,66,5,68,12,59,13,54,247,ABUJA,Faculty of Social Science,21
1109,11325,30,10,2,20,56,4,53,6,63,5,75,247,ABUJA,Faculty of Social Science,21
1110,11326,31,22,1,18,58,7,42,5,76,13,70,246,ABUJA,Faculty of Social Science,21
1111,11327,32,25,2,25,55,7,73,5,57,13,61,246,ABUJA,Faculty of Social Science,21
1112,11328,33,16,2,19,74,7,54,5,69,13,49,246,ABUJA,Faculty of Social Science,21
1113,11329,34,12,2,21,63,7,35,5,79,13,69,246,ABUJA,Faculty of Social Science,21
1114,11330,35,22,2,21,57,7,54,4,68,5,66,245,ABUJA,Faculty of Social Science,21
1115,11331,36,31,2,17,74,7,60,5,54,13,57,245,ABUJA,Faculty of Social Science,21
1116,11332,37,11,1,19,82,7,51,5,57,13,54,244,ABUJA,Faculty of Social Science,21
1117,11334,39,14,1,21,66,7,48,4,64,5,66,244,ABUJA,Faculty of Social Science,21
1118,11335,40,4,2,26,72,7,60,5,48,13,64,244,ABUJA,Faculty of Social Science,21
1119,11336,41,16,1,19,60,7,57,4,62,5,64,243,ABUJA,Faculty of Social Science,21
1120,11337,42,22,1,16,54,4,68,5,64,13,56,242,ABUJA,Faculty of Social Science,21
1121,11338,43,16,2,18,74,4,57,5,57,13,54,242,ABUJA,Faculty of Social Science,21
1122,11339,44,13,1,19,51,4,60,5,59,13,72,242,ABUJA,Faculty of Social Science,21
1123,11340,45,23,2,15,54,4,57,5,66,13,65,242,ABUJA,Faculty of Social Science,21
1124,11341,46,7,1,23,72,7,61,4,46,5,62,241,ABUJA,Faculty of Social Science,21
1125,11342,47,13,2,18,61,7,57,5,69,13,54,241,ABUJA,Faculty of Social Science,21
1126,11344,49,4,2,20,67,4,61,5,57,13,56,241,ABUJA,Faculty of Social Science,21
1127,11345,50,37,1,18,57,7,61,4,62,5,61,241,ABUJA,Faculty of Social Science,21
1128,11346,51,13,1,27,56,7,54,5,82,13,49,241,ABUJA,Faculty of Social Science,21
1129,11347,52,10,1,22,71,7,46,5,68,13,56,241,ABUJA,Faculty of Social Science,21
1130,11349,54,27,1,19,52,4,55,5,78,12,55,240,ABUJA,Faculty of Social Science,21
1131,11350,55,12,2,16,65,7,61,5,52,13,62,240,ABUJA,Faculty of Social Science,21
1132,11351,56,4,2,16,61,7,63,5,52,13,64,240,ABUJA,Faculty of Social Science,21
1133,11352,57,27,2,21,49,4,71,5,54,13,65,239,ABUJA,Faculty of Social Science,21
1134,11353,58,1,1,20,58,7,57,5,59,13,65,239,ABUJA,Faculty of Social Science,21
1135,11354,59,19,2,24,57,7,49,5,78,13,54,238,ABUJA,Faculty of Social Science,21
1136,11356,61,18,2,18,64,7,46,5,66,13,62,238,ABUJA,Faculty of Social Science,21
1137,11357,62,29,1,16,61,7,43,4,79,5,55,238,ABUJA,Faculty of Social Science,21
1138,11358,63,14,1,26,55,7,58,4,64,5,61,238,ABUJA,Faculty of Social Science,21
1139,11359,64,29,2,17,52,7,66,4,64,5,55,237,ABUJA,Faculty of Social Science,21
1140,11360,65,18,2,18,62,7,51,5,52,13,72,237,ABUJA,Faculty of Social Science,21
1141,11368,73,11,1,21,52,7,46,5,62,13,75,235,ABUJA,Faculty of Social Science,21
1142,11370,75,10,2,19,56,4,64,5,76,13,39,235,ABUJA,Faculty of Social Science,21
1143,11372,77,22,1,26,64,4,62,6,48,5,61,235,ABUJA,Faculty of Social Science,21
1144,11373,78,26,2,20,57,4,64,14,52,13,61,234,ABUJA,Faculty of Social Science,21
1145,11375,80,7,1,17,57,7,54,5,71,13,52,234,ABUJA,Faculty of Social Science,21
1146,11376,81,37,1,19,57,11,59,4,61,5,57,234,ABUJA,Faculty of Social Science,21
1147,11377,82,15,2,22,63,7,55,5,59,13,57,234,ABUJA,Faculty of Social Science,21
1148,11380,85,7,1,21,73,7,63,4,48,5,50,234,ABUJA,Faculty of Social Science,21
1149,11383,88,16,1,24,87,7,43,14,52,13,51,233,ABUJA,Faculty of Social Science,21
1150,11387,92,23,2,19,65,4,51,5,65,13,51,232,ABUJA,Faculty of Social Science,21
1151,11397,102,20,2,16,62,4,64,5,48,13,57,231,ABUJA,Faculty of Social Science,21
1152,11408,113,13,1,21,48,4,50,5,75,13,56,229,ABUJA,Faculty of Social Science,21
1153,11412,117,18,1,15,61,4,59,5,52,13,57,229,ABUJA,Faculty of Social Science,21
1154,11417,122,15,1,17,51,7,57,5,61,13,59,228,ABUJA,Faculty of Social Science,21
1155,11424,129,25,1,24,61,4,53,6,46,5,68,228,ABUJA,Faculty of Social Science,21
1156,11425,130,25,2,18,60,4,52,5,59,13,56,227,ABUJA,Faculty of Social Science,21
1157,11426,131,2,1,21,69,7,57,4,46,5,55,227,ABUJA,Faculty of Social Science,21
1158,11431,136,6,1,18,57,7,52,4,61,5,57,227,ABUJA,Faculty of Social Science,21
1159,11437,142,37,1,18,53,7,43,4,68,5,62,226,ABUJA,Faculty of Social Science,21
1160,11443,148,9,1,17,69,7,41,5,51,13,65,226,ABUJA,Faculty of Education,5
1161,11446,151,2,1,26,44,5,52,19,72,12,57,225,ABUJA,Faculty of Social Science,21
1162,11456,161,37,1,19,55,4,50,5,59,12,60,224,ABUJA,Faculty of Social Science,21
1163,11457,162,3,2,45,64,3,58,4,55,5,47,224,ABUJA,Faculty of Social Science,21
1164,11503,208,11,2,22,65,7,40,4,50,5,66,221,ABUJA,Faculty of Social Science,21
1165,11509,214,31,1,23,54,7,46,5,55,13,65,220,ABUJA,Faculty of Social Science,21
1166,11516,221,23,2,24,57,4,55,5,54,13,54,220,ABUJA,Faculty of Social Science,21
1167,11529,234,5,1,20,52,4,61,6,51,5,55,219,ABUJA,Faculty of Social Science,21
1168,11548,253,31,1,23,56,4,53,5,55,12,54,218,ABUJA,Faculty of Social Science,21
1169,11555,260,32,2,16,72,4,54,5,36,13,56,218,ABUJA,Faculty of Social Science,21
1170,11564,269,25,1,18,49,7,58,5,64,13,46,217,ABUJA,Faculty of Social Science,21
1171,11568,273,5,1,19,68,7,48,4,49,5,52,217,ABUJA,Faculty of Social Science,21
1172,11573,278,24,1,18,57,7,54,5,47,13,59,217,ABUJA,Faculty of Social Science,21
1173,11584,289,6,1,23,62,7,44,4,56,5,54,216,ABUJA,Faculty of Social Science,21
1174,11609,314,23,2,18,64,7,46,5,56,13,50,216,ABUJA,Faculty of Social Science,21
1175,11638,343,34,1,18,61,4,47,6,53,5,54,215,ABUJA,Faculty of Social Science,21
1176,11651,356,36,2,18,54,5,54,12,50,13,56,214,ABUJA,Faculty of Social Science,21
